id,student_id,lesson_id,group_id,date,status,minutes_late,marked_by_mentor_id,note
70,1,70,1,2026-07-18,present,0,14,
71,1,71,1,2026-07-21,present,0,14,
72,1,72,1,2026-07-23,present,0,14,
73,1,73,1,2026-07-25,absent_unexcused,0,14,Sababsiz
74,1,74,1,2026-07-28,present,0,14,
75,1,75,1,2026-07-30,present,0,14,
76,2,1,1,2026-02-03,present,0,14,
77,2,2,1,2026-02-05,present,0,14,
78,2,3,1,2026-02-07,present,0,14,
79,2,4,1,2026-02-10,present,0,14,
80,2,5,1,2026-02-12,present,0,14,
81,2,6,1,2026-02-14,present,0,14,
82,2,7,1,2026-02-17,present,0,14,
83,2,8,1,2026-02-19,present,0,14,
84,2,9,1,2026-02-21,present,0,14,
85,2,10,1,2026-02-24,present,0,14,
86,2,11,1,2026-02-26,present,0,14,
87,2,12,1,2026-02-28,present,0,14,
88,2,13,1,2026-03-03,present,0,14,
89,2,14,1,2026-03-05,present,0,14,
90,2,15,1,2026-03-07,present,0,14,
91,2,16,1,2026-03-10,present,0,14,
92,2,17,1,2026-03-12,absent_excused,0,14,Ota-ona xabar berdi
93,2,18,1,2026-03-14,present,0,14,
94,2,19,1,2026-03-17,present,0,14,
95,2,20,1,2026-03-19,present,0,14,
96,2,21,1,2026-03-24,present,0,14,
97,2,22,1,2026-03-26,present,0,14,
98,2,23,1,2026-03-28,present,0,14,
99,2,24,1,2026-03-31,present,0,14,
100,2,25,1,2026-04-02,present,0,14,
101,2,26,1,2026-04-04,late,20,14,
102,2,27,1,2026-04-07,present,0,14,
103,2,28,1,2026-04-09,present,0,14,
104,2,29,1,2026-04-11,absent_excused,0,14,Ota-ona xabar berdi
105,2,30,1,2026-04-14,present,0,14,
106,2,31,1,2026-04-16,present,0,14,
107,2,32,1,2026-04-18,present,0,14,
108,2,33,1,2026-04-21,present,0,14,
109,2,34,1,2026-04-23,late,12,14,
110,2,35,1,2026-04-25,present,0,14,
111,2,36,1,2026-04-28,present,0,14,
112,2,37,1,2026-04-30,absent_unexcused,0,14,Sababsiz
113,2,38,1,2026-05-02,absent_excused,0,14,Ota-ona xabar berdi
114,2,39,1,2026-05-05,absent_excused,0,14,Ota-ona xabar berdi
115,2,40,1,2026-05-07,present,0,14,
116,2,41,1,2026-05-12,late,6,14,
117,2,42,1,2026-05-14,present,0,14,
118,2,43,1,2026-05-16,present,0,14,
119,2,44,1,2026-05-19,present,0,14,
120,2,45,1,2026-05-21,absent_unexcused,0,14,Sababsiz
121,2,46,1,2026-05-23,late,10,14,
122,2,47,1,2026-05-26,absent_unexcused,0,14,Sababsiz
123,2,48,1,2026-05-28,late,22,14,
124,2,49,1,2026-05-30,present,0,14,
125,2,50,1,2026-06-02,present,0,14,
126,2,51,1,2026-06-04,absent_unexcused,0,14,Sababsiz
127,2,52,1,2026-06-06,present,0,14,
128,2,53,1,2026-06-09,late,8,14,
129,2,54,1,2026-06-11,absent_excused,0,14,Ota-ona xabar berdi
130,2,55,1,2026-06-13,present,0,14,
131,2,56,1,2026-06-16,late,12,14,
132,2,57,1,2026-06-18,late,12,14,
133,2,58,1,2026-06-20,present,0,14,
134,2,59,1,2026-06-23,present,0,14,
135,2,60,1,2026-06-25,present,0,14,
136,2,61,1,2026-06-27,present,0,14,
137,2,62,1,2026-06-30,absent_unexcused,0,14,Sababsiz
138,2,63,1,2026-07-02,present,0,14,
139,2,64,1,2026-07-04,present,0,14,
140,2,65,1,2026-07-07,present,0,14,
141,2,66,1,2026-07-09,late,23,14,
142,2,67,1,2026-07-11,present,0,14,
143,2,68,1,2026-07-14,present,0,14,
144,2,69,1,2026-07-16,present,0,14,
145,2,70,1,2026-07-18,present,0,14,
146,2,71,1,2026-07-21,present,0,14,
147,2,72,1,2026-07-23,present,0,14,
148,2,73,1,2026-07-25,present,0,14,
149,2,74,1,2026-07-28,present,0,14,
150,2,75,1,2026-07-30,present,0,14,
151,3,1,1,2026-02-03,present,0,14,
152,3,2,1,2026-02-05,absent_excused,0,14,Ota-ona xabar berdi
153,3,3,1,2026-02-07,present,0,14,
154,3,4,1,2026-02-10,present,0,14,
155,3,5,1,2026-02-12,late,20,14,
156,3,6,1,2026-02-14,present,0,14,
157,3,7,1,2026-02-17,present,0,14,
158,3,8,1,2026-02-19,present,0,14,
159,3,9,1,2026-02-21,present,0,14,
160,3,10,1,2026-02-24,present,0,14,
161,3,11,1,2026-02-26,present,0,14,
162,3,12,1,2026-02-28,late,25,14,
163,3,13,1,2026-03-03,present,0,14,
164,3,14,1,2026-03-05,present,0,14,
165,3,15,1,2026-03-07,present,0,14,
166,3,16,1,2026-03-10,present,0,14,
167,3,17,1,2026-03-12,present,0,14,
168,3,18,1,2026-03-14,present,0,14,
169,3,19,1,2026-03-17,absent_unexcused,0,14,Sababsiz
170,3,20,1,2026-03-19,present,0,14,
171,3,21,1,2026-03-24,present,0,14,
172,3,22,1,2026-03-26,present,0,14,
173,3,23,1,2026-03-28,late,18,14,
174,3,24,1,2026-03-31,present,0,14,
175,3,25,1,2026-04-02,present,0,14,
176,3,26,1,2026-04-04,present,0,14,
177,3,27,1,2026-04-07,present,0,14,
178,3,28,1,2026-04-09,present,0,14,
179,3,29,1,2026-04-11,absent_unexcused,0,14,Sababsiz
180,3,30,1,2026-04-14,present,0,14,
181,3,31,1,2026-04-16,absent_unexcused,0,14,Sababsiz
182,3,32,1,2026-04-18,present,0,14,
183,3,33,1,2026-04-21,present,0,14,
184,3,34,1,2026-04-23,present,0,14,
185,3,35,1,2026-04-25,present,0,14,
186,3,36,1,2026-04-28,absent_unexcused,0,14,Sababsiz
187,3,37,1,2026-04-30,present,0,14,
188,3,38,1,2026-05-02,present,0,14,
189,3,39,1,2026-05-05,present,0,14,
190,3,40,1,2026-05-07,present,0,14,
191,3,41,1,2026-05-12,present,0,14,
192,3,42,1,2026-05-14,present,0,14,
193,3,43,1,2026-05-16,late,5,14,
194,3,44,1,2026-05-19,present,0,14,
195,3,45,1,2026-05-21,present,0,14,
196,3,46,1,2026-05-23,absent_unexcused,0,14,Sababsiz
197,3,47,1,2026-05-26,present,0,14,
198,3,48,1,2026-05-28,present,0,14,
199,3,49,1,2026-05-30,present,0,14,
200,3,50,1,2026-06-02,present,0,14,
201,3,51,1,2026-06-04,present,0,14,
202,3,52,1,2026-06-06,present,0,14,
203,3,53,1,2026-06-09,present,0,14,
204,3,54,1,2026-06-11,present,0,14,
205,3,55,1,2026-06-13,present,0,14,
206,3,56,1,2026-06-16,absent_unexcused,0,14,Sababsiz
207,3,57,1,2026-06-18,present,0,14,
208,3,58,1,2026-06-20,present,0,14,
209,3,59,1,2026-06-23,present,0,14,
210,3,60,1,2026-06-25,present,0,14,
211,3,61,1,2026-06-27,present,0,14,
212,3,62,1,2026-06-30,absent_unexcused,0,14,Sababsiz
213,3,63,1,2026-07-02,present,0,14,
214,3,64,1,2026-07-04,present,0,14,
215,3,65,1,2026-07-07,present,0,14,
216,3,66,1,2026-07-09,absent_excused,0,14,Ota-ona xabar berdi
217,3,67,1,2026-07-11,present,0,14,
218,3,68,1,2026-07-14,present,0,14,
219,3,69,1,2026-07-16,present,0,14,
220,3,70,1,2026-07-18,present,0,14,
221,3,71,1,2026-07-21,absent_unexcused,0,14,Sababsiz
222,3,72,1,2026-07-23,present,0,14,
223,3,73,1,2026-07-25,present,0,14,
224,3,74,1,2026-07-28,present,0,14,
225,3,75,1,2026-07-30,present,0,14,
226,4,1,1,2026-02-03,present,0,14,
227,4,2,1,2026-02-05,present,0,14,
228,4,3,1,2026-02-07,present,0,14,
229,4,4,1,2026-02-10,present,0,14,
230,4,5,1,2026-02-12,present,0,14,
231,4,6,1,2026-02-14,present,0,14,
232,4,7,1,2026-02-17,absent_excused,0,14,Ota-ona xabar berdi
233,4,8,1,2026-02-19,present,0,14,
234,4,9,1,2026-02-21,present,0,14,
235,4,10,1,2026-02-24,present,0,14,
236,4,11,1,2026-02-26,present,0,14,
237,4,12,1,2026-02-28,absent_unexcused,0,14,Sababsiz
238,4,13,1,2026-03-03,present,0,14,
239,4,14,1,2026-03-05,present,0,14,
240,4,15,1,2026-03-07,present,0,14,
241,4,16,1,2026-03-10,present,0,14,
242,4,17,1,2026-03-12,present,0,14,
243,4,18,1,2026-03-14,present,0,14,
244,4,19,1,2026-03-17,present,0,14,
245,4,20,1,2026-03-19,present,0,14,
246,4,21,1,2026-03-24,present,0,14,
247,4,22,1,2026-03-26,present,0,14,
248,4,23,1,2026-03-28,present,0,14,
249,4,24,1,2026-03-31,present,0,14,
250,4,25,1,2026-04-02,present,0,14,
251,4,26,1,2026-04-04,present,0,14,
252,4,27,1,2026-04-07,present,0,14,
253,4,28,1,2026-04-09,present,0,14,
254,4,29,1,2026-04-11,present,0,14,
255,4,30,1,2026-04-14,present,0,14,
256,4,31,1,2026-04-16,present,0,14,
257,4,32,1,2026-04-18,present,0,14,
258,4,33,1,2026-04-21,present,0,14,
259,4,34,1,2026-04-23,late,10,14,
260,4,35,1,2026-04-25,present,0,14,
261,4,36,1,2026-04-28,absent_unexcused,0,14,Sababsiz
262,4,37,1,2026-04-30,present,0,14,
263,4,38,1,2026-05-02,present,0,14,
264,4,39,1,2026-05-05,present,0,14,
265,4,40,1,2026-05-07,present,0,14,
266,4,41,1,2026-05-12,absent_unexcused,0,14,Sababsiz
267,4,42,1,2026-05-14,present,0,14,
268,4,43,1,2026-05-16,present,0,14,
269,4,44,1,2026-05-19,present,0,14,
270,4,45,1,2026-05-21,present,0,14,
271,4,46,1,2026-05-23,present,0,14,
272,4,47,1,2026-05-26,present,0,14,
273,4,48,1,2026-05-28,absent_excused,0,14,Ota-ona xabar berdi
274,4,49,1,2026-05-30,present,0,14,
275,4,50,1,2026-06-02,present,0,14,
276,4,51,1,2026-06-04,present,0,14,
277,4,52,1,2026-06-06,present,0,14,
278,4,53,1,2026-06-09,present,0,14,
279,4,54,1,2026-06-11,present,0,14,
280,4,55,1,2026-06-13,present,0,14,
281,4,56,1,2026-06-16,present,0,14,
282,4,57,1,2026-06-18,present,0,14,
283,4,58,1,2026-06-20,present,0,14,
284,4,59,1,2026-06-23,present,0,14,
285,4,60,1,2026-06-25,present,0,14,
286,4,61,1,2026-06-27,present,0,14,
287,4,62,1,2026-06-30,present,0,14,
288,4,63,1,2026-07-02,present,0,14,
289,4,64,1,2026-07-04,late,11,14,
290,4,65,1,2026-07-07,present,0,14,
291,4,66,1,2026-07-09,present,0,14,
292,4,67,1,2026-07-11,absent_excused,0,14,Ota-ona xabar berdi
293,4,68,1,2026-07-14,present,0,14,
294,4,69,1,2026-07-16,present,0,14,
295,4,70,1,2026-07-18,present,0,14,
296,4,71,1,2026-07-21,present,0,14,
297,4,72,1,2026-07-23,late,20,14,
298,4,73,1,2026-07-25,present,0,14,
299,4,74,1,2026-07-28,absent_unexcused,0,14,Sababsiz
300,4,75,1,2026-07-30,present,0,14,
301,5,1,1,2026-02-03,present,0,14,
302,5,2,1,2026-02-05,present,0,14,
303,5,3,1,2026-02-07,present,0,14,
304,5,4,1,2026-02-10,present,0,14,
305,5,5,1,2026-02-12,present,0,14,
306,5,6,1,2026-02-14,present,0,14,
307,5,7,1,2026-02-17,present,0,14,
308,5,8,1,2026-02-19,present,0,14,
309,5,9,1,2026-02-21,present,0,14,
310,5,10,1,2026-02-24,present,0,14,
311,5,11,1,2026-02-26,present,0,14,
312,5,12,1,2026-02-28,present,0,14,
313,5,13,1,2026-03-03,present,0,14,
314,5,14,1,2026-03-05,present,0,14,
315,5,15,1,2026-03-07,present,0,14,
316,5,16,1,2026-03-10,present,0,14,
317,5,17,1,2026-03-12,present,0,14,
318,5,18,1,2026-03-14,present,0,14,
319,5,19,1,2026-03-17,present,0,14,
320,5,20,1,2026-03-19,present,0,14,
321,5,21,1,2026-03-24,present,0,14,
322,5,22,1,2026-03-26,present,0,14,
323,5,23,1,2026-03-28,present,0,14,
324,5,24,1,2026-03-31,present,0,14,
325,5,25,1,2026-04-02,present,0,14,
326,5,26,1,2026-04-04,present,0,14,
327,5,27,1,2026-04-07,present,0,14,
328,5,28,1,2026-04-09,present,0,14,
329,5,29,1,2026-04-11,present,0,14,
330,5,30,1,2026-04-14,present,0,14,
331,5,31,1,2026-04-16,present,0,14,
332,5,32,1,2026-04-18,late,8,14,
333,5,33,1,2026-04-21,present,0,14,
334,5,34,1,2026-04-23,present,0,14,
335,5,35,1,2026-04-25,present,0,14,
336,5,36,1,2026-04-28,absent_unexcused,0,14,Sababsiz
337,5,37,1,2026-04-30,present,0,14,
338,5,38,1,2026-05-02,present,0,14,
339,5,39,1,2026-05-05,present,0,14,
340,5,40,1,2026-05-07,present,0,14,
341,5,41,1,2026-05-12,absent_excused,0,14,Ota-ona xabar berdi
342,5,42,1,2026-05-14,late,10,14,
343,5,43,1,2026-05-16,present,0,14,
344,5,44,1,2026-05-19,absent_unexcused,0,14,Sababsiz
345,5,45,1,2026-05-21,present,0,14,
346,5,46,1,2026-05-23,present,0,14,
347,5,47,1,2026-05-26,present,0,14,
348,5,48,1,2026-05-28,present,0,14,
349,5,49,1,2026-05-30,present,0,14,
350,5,50,1,2026-06-02,present,0,14,
351,5,51,1,2026-06-04,present,0,14,
352,5,52,1,2026-06-06,present,0,14,
353,5,53,1,2026-06-09,present,0,14,
354,5,54,1,2026-06-11,present,0,14,
355,5,55,1,2026-06-13,present,0,14,
356,5,56,1,2026-06-16,present,0,14,
357,5,57,1,2026-06-18,present,0,14,
358,5,58,1,2026-06-20,present,0,14,
359,5,59,1,2026-06-23,present,0,14,
360,5,60,1,2026-06-25,present,0,14,
361,5,61,1,2026-06-27,present,0,14,
362,5,62,1,2026-06-30,present,0,14,
363,5,63,1,2026-07-02,present,0,14,
364,5,64,1,2026-07-04,present,0,14,
365,5,65,1,2026-07-07,present,0,14,
366,5,66,1,2026-07-09,late,22,14,
367,5,67,1,2026-07-11,present,0,14,
368,5,68,1,2026-07-14,present,0,14,
369,5,69,1,2026-07-16,present,0,14,
370,5,70,1,2026-07-18,present,0,14,
371,5,71,1,2026-07-21,present,0,14,
372,5,72,1,2026-07-23,present,0,14,
373,5,73,1,2026-07-25,present,0,14,
374,5,74,1,2026-07-28,present,0,14,
375,5,75,1,2026-07-30,present,0,14,
376,6,1,1,2026-02-03,present,0,14,
377,6,2,1,2026-02-05,present,0,14,
378,6,3,1,2026-02-07,present,0,14,
379,6,4,1,2026-02-10,present,0,14,
380,6,5,1,2026-02-12,present,0,14,
381,6,6,1,2026-02-14,present,0,14,
382,6,7,1,2026-02-17,present,0,14,
383,6,8,1,2026-02-19,present,0,14,
384,6,9,1,2026-02-21,late,11,14,
385,6,10,1,2026-02-24,present,0,14,
386,6,11,1,2026-02-26,present,0,14,
387,6,12,1,2026-02-28,present,0,14,
388,6,13,1,2026-03-03,present,0,14,
389,6,14,1,2026-03-05,absent_excused,0,14,Ota-ona xabar berdi
390,6,15,1,2026-03-07,present,0,14,
391,6,16,1,2026-03-10,present,0,14,
392,6,17,1,2026-03-12,present,0,14,
393,6,18,1,2026-03-14,present,0,14,
394,6,19,1,2026-03-17,present,0,14,
395,6,20,1,2026-03-19,present,0,14,
396,6,21,1,2026-03-24,present,0,14,
397,6,22,1,2026-03-26,present,0,14,
398,6,23,1,2026-03-28,present,0,14,
399,6,24,1,2026-03-31,present,0,14,
400,6,25,1,2026-04-02,present,0,14,
401,6,26,1,2026-04-04,present,0,14,
402,6,27,1,2026-04-07,present,0,14,
403,6,28,1,2026-04-09,absent_unexcused,0,14,Sababsiz
404,6,29,1,2026-04-11,present,0,14,
405,6,30,1,2026-04-14,late,22,14,
406,6,31,1,2026-04-16,present,0,14,
407,6,32,1,2026-04-18,present,0,14,
408,6,33,1,2026-04-21,present,0,14,
409,6,34,1,2026-04-23,present,0,14,
410,6,35,1,2026-04-25,present,0,14,
411,6,36,1,2026-04-28,present,0,14,
412,6,37,1,2026-04-30,present,0,14,
413,6,38,1,2026-05-02,absent_excused,0,14,Ota-ona xabar berdi
414,6,39,1,2026-05-05,present,0,14,
415,6,40,1,2026-05-07,present,0,14,
416,6,41,1,2026-05-12,present,0,14,
417,6,42,1,2026-05-14,present,0,14,
418,6,43,1,2026-05-16,present,0,14,
419,6,44,1,2026-05-19,present,0,14,
420,6,45,1,2026-05-21,late,6,14,
421,6,46,1,2026-05-23,present,0,14,
422,6,47,1,2026-05-26,present,0,14,
423,6,48,1,2026-05-28,present,0,14,
424,6,49,1,2026-05-30,present,0,14,
425,6,50,1,2026-06-02,present,0,14,
426,6,51,1,2026-06-04,present,0,14,
427,6,52,1,2026-06-06,present,0,14,
428,6,53,1,2026-06-09,present,0,14,
429,6,54,1,2026-06-11,present,0,14,
430,6,55,1,2026-06-13,present,0,14,
431,6,56,1,2026-06-16,present,0,14,
432,6,57,1,2026-06-18,absent_excused,0,14,Ota-ona xabar berdi
433,6,58,1,2026-06-20,present,0,14,
434,6,59,1,2026-06-23,present,0,14,
435,6,60,1,2026-06-25,present,0,14,
436,6,61,1,2026-06-27,late,19,14,
437,6,62,1,2026-06-30,present,0,14,
438,6,63,1,2026-07-02,present,0,14,
439,6,64,1,2026-07-04,present,0,14,
440,6,65,1,2026-07-07,present,0,14,
441,6,66,1,2026-07-09,present,0,14,
442,6,67,1,2026-07-11,present,0,14,
443,6,68,1,2026-07-14,present,0,14,
444,6,69,1,2026-07-16,present,0,14,
445,6,70,1,2026-07-18,present,0,14,
446,6,71,1,2026-07-21,present,0,14,
447,6,72,1,2026-07-23,present,0,14,
448,6,73,1,2026-07-25,present,0,14,
449,6,74,1,2026-07-28,late,6,14,
450,6,75,1,2026-07-30,present,0,14,
451,7,1,1,2026-02-03,absent_excused,0,14,Ota-ona xabar berdi
452,7,2,1,2026-02-05,present,0,14,
453,7,3,1,2026-02-07,absent_unexcused,0,14,Sababsiz
454,7,4,1,2026-02-10,present,0,14,
455,7,5,1,2026-02-12,present,0,14,
456,7,6,1,2026-02-14,present,0,14,
457,7,7,1,2026-02-17,absent_unexcused,0,14,Sababsiz
458,7,8,1,2026-02-19,absent_excused,0,14,Ota-ona xabar berdi
459,7,9,1,2026-02-21,present,0,14,
460,7,10,1,2026-02-24,present,0,14,
461,7,11,1,2026-02-26,absent_unexcused,0,14,Sababsiz
462,7,12,1,2026-02-28,absent_unexcused,0,14,Sababsiz
463,7,13,1,2026-03-03,present,0,14,
464,7,14,1,2026-03-05,present,0,14,
465,7,15,1,2026-03-07,absent_excused,0,14,Ota-ona xabar berdi
466,7,16,1,2026-03-10,present,0,14,
467,7,17,1,2026-03-12,present,0,14,
468,7,18,1,2026-03-14,absent_excused,0,14,Ota-ona xabar berdi
469,7,19,1,2026-03-17,present,0,14,
470,7,20,1,2026-03-19,late,20,14,
471,7,21,1,2026-03-24,absent_excused,0,14,Ota-ona xabar berdi
472,7,22,1,2026-03-26,absent_unexcused,0,14,Sababsiz
473,7,23,1,2026-03-28,late,13,14,
474,7,24,1,2026-03-31,absent_unexcused,0,14,Sababsiz
475,7,25,1,2026-04-02,present,0,14,
476,7,26,1,2026-04-04,present,0,14,
477,7,27,1,2026-04-07,absent_excused,0,14,Ota-ona xabar berdi
478,7,28,1,2026-04-09,late,20,14,
479,7,29,1,2026-04-11,late,7,14,
480,7,30,1,2026-04-14,present,0,14,
481,7,31,1,2026-04-16,present,0,14,
482,7,32,1,2026-04-18,late,20,14,
483,7,33,1,2026-04-21,late,15,14,
484,7,34,1,2026-04-23,absent_excused,0,14,Ota-ona xabar berdi
485,7,35,1,2026-04-25,present,0,14,
486,7,36,1,2026-04-28,present,0,14,
487,7,37,1,2026-04-30,present,0,14,
488,7,38,1,2026-05-02,present,0,14,
489,7,39,1,2026-05-05,present,0,14,
490,7,40,1,2026-05-07,present,0,14,
491,7,41,1,2026-05-12,present,0,14,
492,7,42,1,2026-05-14,present,0,14,
493,7,43,1,2026-05-16,present,0,14,
494,7,44,1,2026-05-19,present,0,14,
495,7,45,1,2026-05-21,absent_excused,0,14,Ota-ona xabar berdi
496,7,46,1,2026-05-23,absent_unexcused,0,14,Sababsiz
497,7,47,1,2026-05-26,present,0,14,
498,7,48,1,2026-05-28,present,0,14,
499,7,49,1,2026-05-30,absent_excused,0,14,Ota-ona xabar berdi
500,7,50,1,2026-06-02,present,0,14,
501,7,51,1,2026-06-04,present,0,14,
502,7,52,1,2026-06-06,absent_excused,0,14,Ota-ona xabar berdi
503,7,53,1,2026-06-09,present,0,14,
504,7,54,1,2026-06-11,absent_excused,0,14,Ota-ona xabar berdi
505,7,55,1,2026-06-13,late,10,14,
506,7,56,1,2026-06-16,absent_unexcused,0,14,Sababsiz
507,7,57,1,2026-06-18,present,0,14,
508,7,58,1,2026-06-20,present,0,14,
509,7,59,1,2026-06-23,present,0,14,
510,7,60,1,2026-06-25,present,0,14,
511,7,61,1,2026-06-27,present,0,14,
512,7,62,1,2026-06-30,absent_unexcused,0,14,Sababsiz
513,7,63,1,2026-07-02,present,0,14,
514,7,64,1,2026-07-04,late,5,14,
515,7,65,1,2026-07-07,present,0,14,
516,7,66,1,2026-07-09,present,0,14,
517,7,67,1,2026-07-11,absent_unexcused,0,14,Sababsiz
518,7,68,1,2026-07-14,absent_excused,0,14,Ota-ona xabar berdi
519,7,69,1,2026-07-16,absent_unexcused,0,14,Sababsiz
520,7,70,1,2026-07-18,present,0,14,
521,7,71,1,2026-07-21,present,0,14,
522,7,72,1,2026-07-23,present,0,14,
523,7,73,1,2026-07-25,late,20,14,
524,7,74,1,2026-07-28,absent_unexcused,0,14,Sababsiz
525,7,75,1,2026-07-30,late,21,14,
526,8,1,1,2026-02-03,absent_unexcused,0,14,Sababsiz
527,8,2,1,2026-02-05,present,0,14,
528,8,3,1,2026-02-07,absent_unexcused,0,14,Sababsiz
529,8,4,1,2026-02-10,present,0,14,
530,8,5,1,2026-02-12,absent_excused,0,14,Ota-ona xabar berdi
531,8,6,1,2026-02-14,absent_unexcused,0,14,Sababsiz
532,8,7,1,2026-02-17,present,0,14,
533,8,8,1,2026-02-19,present,0,14,
534,8,9,1,2026-02-21,late,25,14,
535,8,10,1,2026-02-24,present,0,14,
536,8,11,1,2026-02-26,present,0,14,
537,8,12,1,2026-02-28,absent_unexcused,0,14,Sababsiz
538,8,13,1,2026-03-03,absent_unexcused,0,14,Sababsiz
539,8,14,1,2026-03-05,present,0,14,
540,8,15,1,2026-03-07,present,0,14,
541,8,16,1,2026-03-10,present,0,14,
542,8,17,1,2026-03-12,absent_unexcused,0,14,Sababsiz
543,8,18,1,2026-03-14,absent_unexcused,0,14,Sababsiz
544,8,19,1,2026-03-17,present,0,14,
545,8,20,1,2026-03-19,absent_unexcused,0,14,Sababsiz
546,8,21,1,2026-03-24,present,0,14,
547,8,22,1,2026-03-26,present,0,14,
548,8,23,1,2026-03-28,present,0,14,
549,8,24,1,2026-03-31,present,0,14,
550,8,25,1,2026-04-02,absent_excused,0,14,Ota-ona xabar berdi
551,8,26,1,2026-04-04,late,13,14,
552,8,27,1,2026-04-07,absent_unexcused,0,14,Sababsiz
553,8,28,1,2026-04-09,present,0,14,
554,8,29,1,2026-04-11,present,0,14,
555,8,30,1,2026-04-14,present,0,14,
556,8,31,1,2026-04-16,absent_excused,0,14,Ota-ona xabar berdi
557,8,32,1,2026-04-18,present,0,14,
558,8,33,1,2026-04-21,present,0,14,
559,8,34,1,2026-04-23,absent_unexcused,0,14,Sababsiz
560,8,35,1,2026-04-25,absent_excused,0,14,Ota-ona xabar berdi
561,8,36,1,2026-04-28,late,6,14,
562,8,37,1,2026-04-30,absent_excused,0,14,Ota-ona xabar berdi
563,8,38,1,2026-05-02,absent_unexcused,0,14,Sababsiz
564,8,39,1,2026-05-05,absent_excused,0,14,Ota-ona xabar berdi
565,8,40,1,2026-05-07,absent_unexcused,0,14,Sababsiz
566,8,41,1,2026-05-12,absent_unexcused,0,14,Sababsiz
567,8,42,1,2026-05-14,absent_unexcused,0,14,Sababsiz
568,8,43,1,2026-05-16,absent_unexcused,0,14,Sababsiz
569,8,44,1,2026-05-19,present,0,14,
570,8,45,1,2026-05-21,absent_unexcused,0,14,Sababsiz
571,8,46,1,2026-05-23,present,0,14,
572,8,47,1,2026-05-26,absent_excused,0,14,Ota-ona xabar berdi
573,8,48,1,2026-05-28,absent_unexcused,0,14,Sababsiz
574,8,49,1,2026-05-30,absent_excused,0,14,Ota-ona xabar berdi
575,8,50,1,2026-06-02,absent_unexcused,0,14,Sababsiz
